id_vendas,id_veiculos,id_concessionarias,id_vendedores,id_clientes,valor_pago,data_venda,data_inclusao,data_atualizacao
181016,3,18,51,179814,486387.67,2025-03-22 01:30:01.348575+00:00,2025-03-22 01:30:01.348575+00:00,2025-03-22 01:30:01.348575+00:00
181082,7,15,38,179880,385787.7,2025-03-22 07:00:01.466274+00:00,2025-03-22 07:00:01.466274+00:00,2025-03-22 07:00:01.466274+00:00
181148,8,20,50,179946,291647.35,2025-03-22 12:30:01.546213+00:00,2025-03-22 12:30:01.546213+00:00,2025-03-22 12:30:01.546213+00:00
181214,1,23,31,180012,242543.39,2025-03-22 18:00:01.982091+00:00,2025-03-22 18:00:01.982091+00:00,2025-03-22 18:00:01.982091+00:00
181280,1,10,44,180078,242309.57,2025-03-22 23:30:02.098694+00:00,2025-03-22 23:30:02.098694+00:00,2025-03-22 23:30:02.098694+00:00
181346,8,5,16,180144,295638.92,2025-03-23 05:00:01.990709+00:00,2025-03-23 05:00:01.990709+00:00,2025-03-23 05:00:01.990709+00:00
181412,1,28,9,180210,242175.62,2025-03-23 10:30:02.181918+00:00,2025-03-23 10:30:02.181918+00:00,2025-03-23 10:30:02.181918+00:00
181448,5,7,47,180246,308473.53,2025-03-23 13:40:01.421657+00:00,2025-03-23 13:40:01.421657+00:00,2025-03-23 13:40:01.421657+00:00
181514,5,27,52,180312,309228.17,2025-03-23 19:10:01.993865+00:00,2025-03-23 19:10:01.993865+00:00,2025-03-23 19:10:01.993865+00:00
181580,5,27,52,180378,304341.82,2025-03-24 00:40:01.805009+00:00,2025-03-24 00:40:01.805009+00:00,2025-03-24 00:40:01.805009+00:00
181646,4,19,40,180444,268727.94,2025-03-24 06:10:01.297457+00:00,2025-03-24 06:10:01.297457+00:00,2025-03-24 06:10:01.297457+00:00
181712,7,19,40,180510,393849.66,2025-03-24 11:40:01.788190+00:00,2025-03-24 11:40:01.788190+00:00,2025-03-24 11:40:01.788190+00:00
181778,8,28,7,180576,293746.35,2025-03-24 17:10:01.569432+00:00,2025-03-24 17:10:01.569432+00:00,2025-03-24 17:10:01.569432+00:00
181844,8,25,4,180642,285681.35,2025-03-24 22:40:01.357585+00:00,2025-03-24 22:40:01.357585+00:00,2025-03-24 22:40:01.357585+00:00
181907,8,28,10,180705,291137.53,2025-03-25 03:55:01.912817+00:00,2025-03-25 03:55:01.912817+00:00,2025-03-25 03:55:01.912817+00:00
175410,3,16,24,174213,479128.98,2025-03-02 14:45:01.602776+00:00,2025-03-02 14:45:01.602776+00:00,2025-03-02 14:45:01.602776+00:00
175439,5,4,43,174242,309710.17,2025-03-02 17:10:01.809560+00:00,2025-03-02 17:10:01.809560+00:00,2025-03-02 17:10:01.809560+00:00
175468,4,11,36,174271,271625.65,2025-03-02 19:35:01.302459+00:00,2025-03-02 19:35:01.302459+00:00,2025-03-02 19:35:01.302459+00:00
175497,7,18,51,174300,388783.73,2025-03-02 22:00:01.623438+00:00,2025-03-02 22:00:01.623438+00:00,2025-03-02 22:00:01.623438+00:00
175525,2,6,28,174328,343887.39,2025-03-03 00:20:01.471364+00:00,2025-03-03 00:20:01.471364+00:00,2025-03-03 00:20:01.471364+00:00
175553,8,21,41,174356,288124.99,2025-03-03 02:40:01.119062+00:00,2025-03-03 02:40:01.119062+00:00,2025-03-03 02:40:01.119062+00:00
175580,4,23,31,174383,266061.78,2025-03-03 04:55:01.595824+00:00,2025-03-03 04:55:01.595824+00:00,2025-03-03 04:55:01.595824+00:00
175607,8,11,36,174410,293951.95,2025-03-03 07:10:01.420385+00:00,2025-03-03 07:10:01.420385+00:00,2025-03-03 07:10:01.420385+00:00
175634,4,19,40,174437,267296.08,2025-03-03 09:25:01.352992+00:00,2025-03-03 09:25:01.352992+00:00,2025-03-03 09:25:01.352992+00:00
175660,7,16,21,174463,392953.16,2025-03-03 11:35:01.951380+00:00,2025-03-03 11:35:01.951380+00:00,2025-03-03 11:35:01.951380+00:00
175686,4,10,44,174489,268918.26,2025-03-03 13:45:01.552502+00:00,2025-03-03 13:45:01.552502+00:00,2025-03-03 13:45:01.552502+00:00
175711,3,20,50,174514,493570.42,2025-03-03 15:50:01.192244+00:00,2025-03-03 15:50:01.192244+00:00,2025-03-03 15:50:01.192244+00:00
175734,8,28,7,174537,295693.67,2025-03-03 17:45:01.208570+00:00,2025-03-03 17:45:01.208570+00:00,2025-03-03 17:45:01.208570+00:00
175754,8,27,52,174557,288655.66,2025-03-03 19:25:01.379016+00:00,2025-03-03 19:25:01.379016+00:00,2025-03-03 19:25:01.379016+00:00
175772,7,27,52,174575,390767.99,2025-03-03 20:55:01.466936+00:00,2025-03-03 20:55:01.466936+00:00,2025-03-03 20:55:01.466936+00:00
176564,4,13,15,175364,275797.98,2025-03-06 14:40:01.506861+00:00,2025-03-06 14:40:01.506861+00:00,2025-03-06 14:40:01.506861+00:00
176631,7,5,20,175431,380718.61,2025-03-06 20:15:02.049030+00:00,2025-03-06 20:15:02.049030+00:00,2025-03-06 20:15:02.049030+00:00
176698,7,29,42,175498,381692.36,2025-03-07 01:50:02.076098+00:00,2025-03-07 01:50:02.076098+00:00,2025-03-07 01:50:02.076098+00:00
176765,4,28,6,175565,274405.69,2025-03-07 07:25:01.861252+00:00,2025-03-07 07:25:01.861252+00:00,2025-03-07 07:25:01.861252+00:00
176832,4,22,35,175632,268509.06,2025-03-07 13:00:01.438848+00:00,2025-03-07 13:00:01.438848+00:00,2025-03-07 13:00:01.438848+00:00
176899,6,18,51,175699,767281.93,2025-03-07 18:35:01.831074+00:00,2025-03-07 18:35:01.831074+00:00,2025-03-07 18:35:01.831074+00:00
176966,8,13,13,175766,294610.58,2025-03-08 00:10:01.758416+00:00,2025-03-08 00:10:01.758416+00:00,2025-03-08 00:10:01.758416+00:00
177033,4,1,33,175833,274449.9,2025-03-08 05:45:01.495621+00:00,2025-03-08 05:45:01.495621+00:00,2025-03-08 05:45:01.495621+00:00
177100,5,21,41,175900,311960.19,2025-03-08 11:20:01.839650+00:00,2025-03-08 11:20:01.839650+00:00,2025-03-08 11:20:01.839650+00:00
177167,1,18,51,175967,240478.75,2025-03-08 16:55:02.138227+00:00,2025-03-08 16:55:02.138227+00:00,2025-03-08 16:55:02.138227+00:00
177234,4,16,21,176034,272028.68,2025-03-08 22:30:01.273919+00:00,2025-03-08 22:30:01.273919+00:00,2025-03-08 22:30:01.273919+00:00
177301,1,21,41,176101,245231.43,2025-03-09 04:05:01.625403+00:00,2025-03-09 04:05:01.625403+00:00,2025-03-09 04:05:01.625403+00:00
177368,5,4,43,176168,315080.03,2025-03-09 09:40:02.253651+00:00,2025-03-09 09:40:02.253651+00:00,2025-03-09 09:40:02.253651+00:00
177435,4,19,40,176235,274896.4,2025-03-09 15:15:01.226237+00:00,2025-03-09 15:15:01.226237+00:00,2025-03-09 15:15:01.226237+00:00
177502,3,29,42,176302,493921.57,2025-03-09 20:50:01.696849+00:00,2025-03-09 20:50:01.696849+00:00,2025-03-09 20:50:01.696849+00:00
177569,6,2,46,176369,760181.84,2025-03-10 02:25:01.716605+00:00,2025-03-10 02:25:01.716605+00:00,2025-03-10 02:25:01.716605+00:00
177636,4,4,43,176436,267833.74,2025-03-10 08:00:01.210136+00:00,2025-03-10 08:00:01.210136+00:00,2025-03-10 08:00:01.210136+00:00
177703,3,26,39,176503,479307.96,2025-03-10 13:35:01.355961+00:00,2025-03-10 13:35:01.355961+00:00,2025-03-10 13:35:01.355961+00:00
177770,7,6,30,176569,388365.83,2025-03-10 19:05:01.373785+00:00,2025-03-10 19:05:01.373785+00:00,2025-03-10 19:05:01.373785+00:00
177837,8,21,41,176636,293538.09,2025-03-11 00:40:01.904383+00:00,2025-03-11 00:40:01.904383+00:00,2025-03-11 00:40:01.904383+00:00
177904,4,21,41,176703,272102.46,2025-03-11 06:15:01.316679+00:00,2025-03-11 06:15:01.316679+00:00,2025-03-11 06:15:01.316679+00:00
177971,8,25,2,176770,293180.32,2025-03-11 11:50:01.520451+00:00,2025-03-11 11:50:01.520451+00:00,2025-03-11 11:50:01.520451+00:00
178038,7,25,1,176837,392203.91,2025-03-11 17:25:01.926071+00:00,2025-03-11 17:25:01.926071+00:00,2025-03-11 17:25:01.926071+00:00
178105,2,13,15,176904,344282.94,2025-03-11 23:00:01.946468+00:00,2025-03-11 23:00:01.946468+00:00,2025-03-11 23:00:01.946468+00:00
178172,4,19,40,176971,271907.45,2025-03-12 04:35:02.026772+00:00,2025-03-12 04:35:02.026772+00:00,2025-03-12 04:35:02.026772+00:00
178239,8,13,12,177038,289828.34,2025-03-12 10:10:01.509674+00:00,2025-03-12 10:10:01.509674+00:00,2025-03-12 10:10:01.509674+00:00
178306,8,8,53,177105,292702.49,2025-03-12 15:45:01.574481+00:00,2025-03-12 15:45:01.574481+00:00,2025-03-12 15:45:01.574481+00:00
178373,2,19,40,177172,342287.63,2025-03-12 21:20:01.412550+00:00,2025-03-12 21:20:01.412550+00:00,2025-03-12 21:20:01.412550+00:00
178440,2,22,35,177239,340405.06,2025-03-13 02:55:01.320380+00:00,2025-03-13 02:55:01.320380+00:00,2025-03-13 02:55:01.320380+00:00
178507,4,2,46,177306,276973.6,2025-03-13 08:30:01.800442+00:00,2025-03-13 08:30:01.800442+00:00,2025-03-13 08:30:01.800442+00:00
178574,1,17,27,177373,244598.12,2025-03-13 14:05:01.366015+00:00,2025-03-13 14:05:01.366015+00:00,2025-03-13 14:05:01.366015+00:00
178641,1,28,8,177440,244278.09,2025-03-13 19:40:02.060630+00:00,2025-03-13 19:40:02.060630+00:00,2025-03-13 19:40:02.060630+00:00
178707,5,19,40,177506,305906.69,2025-03-14 01:10:01.725281+00:00,2025-03-14 01:10:01.725281+00:00,2025-03-14 01:10:01.725281+00:00
178773,8,3,32,177572,292940.81,2025-03-14 06:40:01.876685+00:00,2025-03-14 06:40:01.876685+00:00,2025-03-14 06:40:01.876685+00:00
178839,5,5,19,177638,313601.03,2025-03-14 12:10:01.574483+00:00,2025-03-14 12:10:01.574483+00:00,2025-03-14 12:10:01.574483+00:00
178905,4,18,51,177704,267502.91,2025-03-14 17:40:01.685683+00:00,2025-03-14 17:40:01.685683+00:00,2025-03-14 17:40:01.685683+00:00
178971,2,5,19,177770,344862.75,2025-03-14 23:10:01.186742+00:00,2025-03-14 23:10:01.186742+00:00,2025-03-14 23:10:01.186742+00:00
179037,5,6,29,177836,312103.69,2025-03-15 04:40:01.827949+00:00,2025-03-15 04:40:01.827949+00:00,2025-03-15 04:40:01.827949+00:00
179103,1,9,37,177902,240022.08,2025-03-15 10:10:01.713027+00:00,2025-03-15 10:10:01.713027+00:00,2025-03-15 10:10:01.713027+00:00
179169,6,15,38,177968,769254.71,2025-03-15 15:40:01.282157+00:00,2025-03-15 15:40:01.282157+00:00,2025-03-15 15:40:01.282157+00:00
179235,2,17,25,178034,339008.79,2025-03-15 21:10:01.247728+00:00,2025-03-15 21:10:01.247728+00:00,2025-03-15 21:10:01.247728+00:00
179301,7,22,35,178100,394365.49,2025-03-16 02:40:01.394822+00:00,2025-03-16 02:40:01.394822+00:00,2025-03-16 02:40:01.394822+00:00
179367,7,5,16,178166,394007.86,2025-03-16 08:10:01.505181+00:00,2025-03-16 08:10:01.505181+00:00,2025-03-16 08:10:01.505181+00:00
179433,8,17,25,178232,290147.43,2025-03-16 13:40:01.984961+00:00,2025-03-16 13:40:01.984961+00:00,2025-03-16 13:40:01.984961+00:00
179499,4,4,43,178297,269243.2,2025-03-16 19:05:02.003037+00:00,2025-03-16 19:05:02.003037+00:00,2025-03-16 19:05:02.003037+00:00
179565,4,20,50,178363,273868.51,2025-03-17 00:35:02.031321+00:00,2025-03-17 00:35:02.031321+00:00,2025-03-17 00:35:02.031321+00:00
179631,8,25,1,178429,290855.12,2025-03-17 06:05:02.045363+00:00,2025-03-17 06:05:02.045363+00:00,2025-03-17 06:05:02.045363+00:00
179697,1,20,50,178495,247096.1,2025-03-17 11:35:01.525637+00:00,2025-03-17 11:35:01.525637+00:00,2025-03-17 11:35:01.525637+00:00
179763,5,28,8,178561,306234.49,2025-03-17 17:05:02.087105+00:00,2025-03-17 17:05:02.087105+00:00,2025-03-17 17:05:02.087105+00:00
179829,7,8,53,178627,381684.2,2025-03-17 22:35:02.176281+00:00,2025-03-17 22:35:02.176281+00:00,2025-03-17 22:35:02.176281+00:00
179895,4,7,47,178693,271649.75,2025-03-18 04:05:01.693375+00:00,2025-03-18 04:05:01.693375+00:00,2025-03-18 04:05:01.693375+00:00
179961,7,9,37,178759,385081.24,2025-03-18 09:35:01.345711+00:00,2025-03-18 09:35:01.345711+00:00,2025-03-18 09:35:01.345711+00:00
180027,2,5,16,178825,337941.79,2025-03-18 15:05:01.942139+00:00,2025-03-18 15:05:01.942139+00:00,2025-03-18 15:05:01.942139+00:00
180093,4,8,53,178891,275329.97,2025-03-18 20:35:01.424052+00:00,2025-03-18 20:35:01.424052+00:00,2025-03-18 20:35:01.424052+00:00
180159,8,22,35,178957,286414.67,2025-03-19 02:05:01.655057+00:00,2025-03-19 02:05:01.655057+00:00,2025-03-19 02:05:01.655057+00:00
180225,5,1,33,179023,314351.32,2025-03-19 07:35:01.838186+00:00,2025-03-19 07:35:01.838186+00:00,2025-03-19 07:35:01.838186+00:00
180291,3,25,3,179089,485619.28,2025-03-19 13:05:01.833207+00:00,2025-03-19 13:05:01.833207+00:00,2025-03-19 13:05:01.833207+00:00
180357,1,24,49,179155,246495.26,2025-03-19 18:35:02.076490+00:00,2025-03-19 18:35:02.076490+00:00,2025-03-19 18:35:02.076490+00:00
180423,4,11,36,179221,269389.24,2025-03-20 00:05:01.667285+00:00,2025-03-20 00:05:01.667285+00:00,2025-03-20 00:05:01.667285+00:00
180489,5,13,13,179287,307912.15,2025-03-20 05:35:01.956014+00:00,2025-03-20 05:35:01.956014+00:00,2025-03-20 05:35:01.956014+00:00
180555,4,28,7,179353,269065.72,2025-03-20 11:05:01.314737+00:00,2025-03-20 11:05:01.314737+00:00,2025-03-20 11:05:01.314737+00:00
180621,8,4,43,179419,290926.64,2025-03-20 16:35:01.737264+00:00,2025-03-20 16:35:01.737264+00:00,2025-03-20 16:35:01.737264+00:00
180687,5,25,5,179485,315507.73,2025-03-20 22:05:01.856857+00:00,2025-03-20 22:05:01.856857+00:00,2025-03-20 22:05:01.856857+00:00
180753,6,21,41,179551,787111.66,2025-03-21 03:35:01.364416+00:00,2025-03-21 03:35:01.364416+00:00,2025-03-21 03:35:01.364416+00:00
180819,2,25,2,179617,339983.61,2025-03-21 09:05:01.521903+00:00,2025-03-21 09:05:01.521903+00:00,2025-03-21 09:05:01.521903+00:00
180885,6,28,6,179683,780647.79,2025-03-21 14:35:01.273831+00:00,2025-03-21 14:35:01.273831+00:00,2025-03-21 14:35:01.273831+00:00
180951,6,28,8,179749,772863.48,2025-03-21 20:05:01.250788+00:00,2025-03-21 20:05:01.250788+00:00,2025-03-21 20:05:01.250788+00:00
181017,6,28,10,179815,762289.78,2025-03-22 01:35:01.510997+00:00,2025-03-22 01:35:01.510997+00:00,2025-03-22 01:35:01.510997+00:00
181083,4,22,35,179881,272027.82,2025-03-22 07:05:01.643306+00:00,2025-03-22 07:05:01.643306+00:00,2025-03-22 07:05:01.643306+00:00
181149,8,18,51,179947,295576.0,2025-03-22 12:35:01.763317+00:00,2025-03-22 12:35:01.763317+00:00,2025-03-22 12:35:01.763317+00:00
181215,5,29,42,180013,309909.79,2025-03-22 18:05:01.207159+00:00,2025-03-22 18:05:01.207159+00:00,2025-03-22 18:05:01.207159+00:00
181281,5,17,27,180079,314131.67,2025-03-22 23:35:01.255803+00:00,2025-03-22 23:35:01.255803+00:00,2025-03-22 23:35:01.255803+00:00
181347,6,20,50,180145,781803.48,2025-03-23 05:05:01.159991+00:00,2025-03-23 05:05:01.159991+00:00,2025-03-23 05:05:01.159991+00:00
181413,2,22,35,180211,342031.56,2025-03-23 10:35:01.386926+00:00,2025-03-23 10:35:01.386926+00:00,2025-03-23 10:35:01.386926+00:00
181449,1,19,40,180247,241492.87,2025-03-23 13:45:01.584134+00:00,2025-03-23 13:45:01.584134+00:00,2025-03-23 13:45:01.584134+00:00
181515,1,5,20,180313,242454.2,2025-03-23 19:15:01.188909+00:00,2025-03-23 19:15:01.188909+00:00,2025-03-23 19:15:01.188909+00:00
181581,1,14,45,180379,238419.84,2025-03-24 00:45:02.024201+00:00,2025-03-24 00:45:02.024201+00:00,2025-03-24 00:45:02.024201+00:00
181647,2,16,22,180445,338240.22,2025-03-24 06:15:01.475265+00:00,2025-03-24 06:15:01.475265+00:00,2025-03-24 06:15:01.475265+00:00
181713,4,26,39,180511,267812.57,2025-03-24 11:45:02.061339+00:00,2025-03-24 11:45:02.061339+00:00,2025-03-24 11:45:02.061339+00:00
181779,3,22,35,180577,490926.9,2025-03-24 17:15:01.782583+00:00,2025-03-24 17:15:01.782583+00:00,2025-03-24 17:15:01.782583+00:00
181845,4,9,37,180643,273618.47,2025-03-24 22:45:01.532782+00:00,2025-03-24 22:45:01.532782+00:00,2025-03-24 22:45:01.532782+00:00
181908,6,25,4,180706,783683.62,2025-03-25 04:00:02.151897+00:00,2025-03-25 04:00:02.151897+00:00,2025-03-25 04:00:02.151897+00:00
175411,8,21,41,174214,293477.01,2025-03-02 14:50:01.898225+00:00,2025-03-02 14:50:01.898225+00:00,2025-03-02 14:50:01.898225+00:00
175440,6,24,49,174243,776669.6,2025-03-02 17:15:01.996006+00:00,2025-03-02 17:15:01.996006+00:00,2025-03-02 17:15:01.996006+00:00
175469,1,19,40,174272,240854.74,2025-03-02 19:40:01.463194+00:00,2025-03-02 19:40:01.463194+00:00,2025-03-02 19:40:01.463194+00:00
175498,6,13,11,174301,774278.9,2025-03-02 22:05:01.801351+00:00,2025-03-02 22:05:01.801351+00:00,2025-03-02 22:05:01.801351+00:00
175526,2,5,18,174329,336821.63,2025-03-03 00:25:01.718660+00:00,2025-03-03 00:25:01.718660+00:00,2025-03-03 00:25:01.718660+00:00
175554,2,25,2,174357,340164.38,2025-03-03 02:45:01.289179+00:00,2025-03-03 02:45:01.289179+00:00,2025-03-03 02:45:01.289179+00:00
175581,8,25,3,174384,293195.41,2025-03-03 05:00:01.820291+00:00,2025-03-03 05:00:01.820291+00:00,2025-03-03 05:00:01.820291+00:00
175608,3,16,23,174411,477934.55,2025-03-03 07:15:01.591630+00:00,2025-03-03 07:15:01.591630+00:00,2025-03-03 07:15:01.591630+00:00
175635,1,21,41,174438,245349.76,2025-03-03 09:30:01.412363+00:00,2025-03-03 09:30:01.412363+00:00,2025-03-03 09:30:01.412363+00:00
175661,6,6,30,174464,784097.01,2025-03-03 11:40:01.138879+00:00,2025-03-03 11:40:01.138879+00:00,2025-03-03 11:40:01.138879+00:00
175687,4,20,50,174490,270503.42,2025-03-03 13:50:01.722267+00:00,2025-03-03 13:50:01.722267+00:00,2025-03-03 13:50:01.722267+00:00
175712,7,20,50,174515,392290.17,2025-03-03 15:55:01.350088+00:00,2025-03-03 15:55:01.350088+00:00,2025-03-03 15:55:01.350088+00:00
175735,3,13,14,174538,488289.67,2025-03-03 17:50:01.368843+00:00,2025-03-03 17:50:01.368843+00:00,2025-03-03 17:50:01.368843+00:00
175755,2,29,42,174558,334421.97,2025-03-03 19:30:01.463608+00:00,2025-03-03 19:30:01.463608+00:00,2025-03-03 19:30:01.463608+00:00
175773,3,5,18,174576,480591.14,2025-03-03 21:00:01.701638+00:00,2025-03-03 21:00:01.701638+00:00,2025-03-03 21:00:01.701638+00:00
176565,5,29,42,175365,311713.6,2025-03-06 14:45:01.693246+00:00,2025-03-06 14:45:01.693246+00:00,2025-03-06 14:45:01.693246+00:00
176632,8,22,35,175432,295517.38,2025-03-06 20:20:01.256773+00:00,2025-03-06 20:20:01.256773+00:00,2025-03-06 20:20:01.256773+00:00
176699,6,18,51,175499,784223.63,2025-03-07 01:55:01.224919+00:00,2025-03-07 01:55:01.224919+00:00,2025-03-07 01:55:01.224919+00:00
176766,7,17,26,175566,386083.9,2025-03-07 07:30:01.944049+00:00,2025-03-07 07:30:01.944049+00:00,2025-03-07 07:30:01.944049+00:00
176833,5,27,52,175633,312559.76,2025-03-07 13:05:01.618041+00:00,2025-03-07 13:05:01.618041+00:00,2025-03-07 13:05:01.618041+00:00
176900,1,13,14,175700,239229.6,2025-03-07 18:40:02.125238+00:00,2025-03-07 18:40:02.125238+00:00,2025-03-07 18:40:02.125238+00:00
176967,2,26,39,175767,339493.31,2025-03-08 00:15:01.938058+00:00,2025-03-08 00:15:01.938058+00:00,2025-03-08 00:15:01.938058+00:00
177034,3,11,36,175834,487397.69,2025-03-08 05:50:01.646094+00:00,2025-03-08 05:50:01.646094+00:00,2025-03-08 05:50:01.646094+00:00
177101,8,14,45,175901,285297.72,2025-03-08 11:25:02.029695+00:00,2025-03-08 11:25:02.029695+00:00,2025-03-08 11:25:02.029695+00:00
177168,8,28,10,175968,285048.26,2025-03-08 17:00:01.426792+00:00,2025-03-08 17:00:01.426792+00:00,2025-03-08 17:00:01.426792+00:00
177235,4,5,19,176035,274784.94,2025-03-08 22:35:01.434257+00:00,2025-03-08 22:35:01.434257+00:00,2025-03-08 22:35:01.434257+00:00
177302,4,25,4,176102,275101.42,2025-03-09 04:10:01.812995+00:00,2025-03-09 04:10:01.812995+00:00,2025-03-09 04:10:01.812995+00:00
177369,8,16,24,176169,292901.43,2025-03-09 09:45:01.491926+00:00,2025-03-09 09:45:01.491926+00:00,2025-03-09 09:45:01.491926+00:00
177436,3,13,14,176236,485201.54,2025-03-09 15:20:01.391952+00:00,2025-03-09 15:20:01.391952+00:00,2025-03-09 15:20:01.391952+00:00
177503,6,22,35,176303,770459.94,2025-03-09 20:55:02.035677+00:00,2025-03-09 20:55:02.035677+00:00,2025-03-09 20:55:02.035677+00:00
177570,5,5,16,176370,309547.75,2025-03-10 02:30:01.928917+00:00,2025-03-10 02:30:01.928917+00:00,2025-03-10 02:30:01.928917+00:00
177637,8,10,44,176437,286125.45,2025-03-10 08:05:01.389235+00:00,2025-03-10 08:05:01.389235+00:00,2025-03-10 08:05:01.389235+00:00
177704,1,2,46,176504,242306.64,2025-03-10 13:40:01.558541+00:00,2025-03-10 13:40:01.558541+00:00,2025-03-10 13:40:01.558541+00:00
177771,6,22,35,176570,783616.38,2025-03-10 19:10:01.580641+00:00,2025-03-10 19:10:01.580641+00:00,2025-03-10 19:10:01.580641+00:00
177838,4,22,35,176637,269263.44,2025-03-11 00:45:02.118445+00:00,2025-03-11 00:45:02.118445+00:00,2025-03-11 00:45:02.118445+00:00
177905,4,23,31,176704,271315.67,2025-03-11 06:20:01.470689+00:00,2025-03-11 06:20:01.470689+00:00,2025-03-11 06:20:01.470689+00:00
177972,1,15,38,176771,245254.9,2025-03-11 11:55:01.704924+00:00,2025-03-11 11:55:01.704924+00:00,2025-03-11 11:55:01.704924+00:00
178039,1,5,19,176838,239284.08,2025-03-11 17:30:02.192692+00:00,2025-03-11 17:30:02.192692+00:00,2025-03-11 17:30:02.192692+00:00
178106,2,19,40,176905,336970.4,2025-03-11 23:05:02.148846+00:00,2025-03-11 23:05:02.148846+00:00,2025-03-11 23:05:02.148846+00:00
178173,2,21,41,176972,333992.03,2025-03-12 04:40:01.205125+00:00,2025-03-12 04:40:01.205125+00:00,2025-03-12 04:40:01.205125+00:00
178240,4,21,41,177039,268790.35,2025-03-12 10:15:01.698570+00:00,2025-03-12 10:15:01.698570+00:00,2025-03-12 10:15:01.698570+00:00
178307,5,19,40,177106,313220.87,2025-03-12 15:50:01.778530+00:00,2025-03-12 15:50:01.778530+00:00,2025-03-12 15:50:01.778530+00:00
178374,1,25,3,177173,238301.58,2025-03-12 21:25:01.674223+00:00,2025-03-12 21:25:01.674223+00:00,2025-03-12 21:25:01.674223+00:00
178441,3,19,40,177240,483620.05,2025-03-13 03:00:01.474874+00:00,2025-03-13 03:00:01.474874+00:00,2025-03-13 03:00:01.474874+00:00
178508,1,13,13,177307,247339.58,2025-03-13 08:35:01.648568+00:00,2025-03-13 08:35:01.648568+00:00,2025-03-13 08:35:01.648568+00:00
178575,2,1,34,177374,345506.79,2025-03-13 14:10:01.647812+00:00,2025-03-13 14:10:01.647812+00:00,2025-03-13 14:10:01.647812+00:00
178642,2,5,16,177441,336427.04,2025-03-13 19:45:01.264256+00:00,2025-03-13 19:45:01.264256+00:00,2025-03-13 19:45:01.264256+00:00
178708,6,29,42,177507,774109.4,2025-03-14 01:15:01.898843+00:00,2025-03-14 01:15:01.898843+00:00,2025-03-14 01:15:01.898843+00:00
178774,4,8,53,177573,274785.65,2025-03-14 06:45:02.176259+00:00,2025-03-14 06:45:02.176259+00:00,2025-03-14 06:45:02.176259+00:00
178840,3,3,32,177639,494823.62,2025-03-14 12:15:01.752269+00:00,2025-03-14 12:15:01.752269+00:00,2025-03-14 12:15:01.752269+00:00
178906,5,14,45,177705,310563.69,2025-03-14 17:45:01.951560+00:00,2025-03-14 17:45:01.951560+00:00,2025-03-14 17:45:01.951560+00:00
178972,2,5,17,177771,344739.02,2025-03-14 23:15:01.351712+00:00,2025-03-14 23:15:01.351712+00:00,2025-03-14 23:15:01.351712+00:00
179038,4,1,33,177837,266232.77,2025-03-15 04:45:02.024246+00:00,2025-03-15 04:45:02.024246+00:00,2025-03-15 04:45:02.024246+00:00
179104,1,29,42,177903,247287.84,2025-03-15 10:15:01.947666+00:00,2025-03-15 10:15:01.947666+00:00,2025-03-15 10:15:01.947666+00:00
179170,4,28,8,177969,274261.87,2025-03-15 15:45:01.467528+00:00,2025-03-15 15:45:01.467528+00:00,2025-03-15 15:45:01.467528+00:00
179236,8,16,24,178035,293564.95,2025-03-15 21:15:01.395363+00:00,2025-03-15 21:15:01.395363+00:00,2025-03-15 21:15:01.395363+00:00
179302,3,12,48,178101,486796.29,2025-03-16 02:45:01.553415+00:00,2025-03-16 02:45:01.553415+00:00,2025-03-16 02:45:01.553415+00:00
179368,2,18,51,178167,333179.04,2025-03-16 08:15:01.683743+00:00,2025-03-16 08:15:01.683743+00:00,2025-03-16 08:15:01.683743+00:00
179434,4,21,41,178233,273902.79,2025-03-16 13:45:01.158214+00:00,2025-03-16 13:45:01.158214+00:00,2025-03-16 13:45:01.158214+00:00
179500,7,19,40,178298,390155.99,2025-03-16 19:10:01.267919+00:00,2025-03-16 19:10:01.267919+00:00,2025-03-16 19:10:01.267919+00:00
179566,4,13,11,178364,267578.5,2025-03-17 00:40:01.200468+00:00,2025-03-17 00:40:01.200468+00:00,2025-03-17 00:40:01.200468+00:00
179632,1,27,52,178430,246408.49,2025-03-17 06:10:01.326522+00:00,2025-03-17 06:10:01.326522+00:00,2025-03-17 06:10:01.326522+00:00
179698,6,23,31,178496,791491.73,2025-03-17 11:40:01.741016+00:00,2025-03-17 11:40:01.741016+00:00,2025-03-17 11:40:01.741016+00:00
179764,8,3,32,178562,293575.34,2025-03-17 17:10:01.256444+00:00,2025-03-17 17:10:01.256444+00:00,2025-03-17 17:10:01.256444+00:00
179830,1,13,11,178628,242102.02,2025-03-17 22:40:01.363477+00:00,2025-03-17 22:40:01.363477+00:00,2025-03-17 22:40:01.363477+00:00
179896,8,22,35,178694,292147.52,2025-03-18 04:10:01.949909+00:00,2025-03-18 04:10:01.949909+00:00,2025-03-18 04:10:01.949909+00:00
179962,2,28,6,178760,337841.68,2025-03-18 09:40:01.513963+00:00,2025-03-18 09:40:01.513963+00:00,2025-03-18 09:40:01.513963+00:00
180028,4,28,9,178826,275782.39,2025-03-18 15:10:02.239277+00:00,2025-03-18 15:10:02.239277+00:00,2025-03-18 15:10:02.239277+00:00
180094,1,11,36,178892,241233.22,2025-03-18 20:40:01.598943+00:00,2025-03-18 20:40:01.598943+00:00,2025-03-18 20:40:01.598943+00:00
